ID1,ID2,RecSes1,RecSes2,MatchProb,refPopCorr,refPopRank,refPopSig
456,137,2,1,0.0335685472335416,0.917374251797692,1,0
458,158,2,1,0.87789831889816,0.960129715931597,1,0
459,441,2,1,1.10649540226874e-06,0.877359819151503,1,0
462,80,2,1,5.31093617558646e-13,0.857087477134064,1,0
464,163,2,1,0.0086310642106662,0.918628051997895,1,1
465,436,2,1,2.55159858982633e-10,0.857057646130444,1,0
467,30,2,1,5.5744806229113104e-14,0.860717439617477,1,0
468,442,2,1,6.24628829730077e-06,0.749786981571217,1,0
470,446,2,1,0.997837568265756,0.898477084501976,1,0
471,75,2,1,2.5371424042541904e-15,0.825704337540923,1,0
473,453,2,1,1.97672276201725e-10,0.899894394093707,1,0
474,453,2,1,4.05845832262861e-07,0.846561292452468,1,0
478,251,2,1,2.6253352206121498e-11,0.917377874681051,1,0
482,199,2,1,0.99600168926488,0.801598914399375,1,1
484,206,2,1,0.0003569832888111,0.852465341208233,1,0
486,207,2,1,0.99989331675273,0.737559670331594,1,1
488,211,2,1,0.0011650061699005,0.93560969480477,1,0
489,201,2,1,3.58669408265554e-05,0.770822811582735,1,1
493,465,2,1,0.668044101483917,0.933695506428479,1,0
495,465,2,1,0.0057963979600063,0.569135628964729,1,0
496,228,2,1,0.999542991306299,0.909327442450778,1,0
499,507,2,1,6.048400677172341e-15,0.80146944516795,1,0
501,252,2,1,0.0954644811360609,0.860398867675862,1,1
502,253,2,1,0.999824545902715,0.962381066104098,1,0
505,271,2,1,0.288896993750994,0.950342756109537,1,1
506,479,2,1,0.0635599883296657,0.892403745262226,1,1
508,482,2,1,0.008776726222445,0.941257066644948,1,1
510,539,2,1,0.983613223876769,0.89961880517949,1,1
512,292,2,1,0.999773377816304,0.916132181414133,1,1
513,296,2,1,0.994794446273596,0.893084844542085,1,1
516,303,2,1,0.999874240901767,0.786543487535349,1,0
521,491,2,1,0.999992581213172,0.882343693709384,1,1
524,475,2,1,0.994305709625378,0.934130582448462,1,0
526,328,2,1,0.999984400450037,0.838008538343762,1,0
538,344,2,1,0.99857752776993,0.863937823311815,1,0
540,357,2,1,0.0001148899734323,0.800360134624559,1,0
547,351,2,1,9.03604596729174e-09,0.842412942111461,1,0
548,383,2,1,3.09881946281103e-11,0.93470460699832,1,0
549,551,2,1,0.831837114225794,0.94006949836006,1,1
551,371,2,1,0.0157840847989213,0.872413901059648,1,0
552,383,2,1,6.68061162817915e-10,0.932627822883784,1,0
554,512,2,1,0.810741850343682,0.922748720736812,1,0
555,513,2,1,0.937798452996971,0.934096649429217,1,0
556,515,2,1,0.0511640353669222,0.89709856183505,1,0
557,518,2,1,0.998983709226955,0.919003834510392,1,0
558,521,2,1,0.99991751540195,0.934483887230456,1,1
561,45,2,1,1.65530668595761e-06,0.796943284978682,1,0
564,97,2,1,2.22005129924647e-10,0.415153785635868,1,0
565,33,2,1,1.1061928952243299e-12,0.877299401180819,1,0
567,15,2,1,3.28032565548954e-08,0.760004049715801,1,0
569,445,2,1,0.40275765185332,0.899711758269377,1,0
570,453,2,1,0.008221448326352,0.825654638209398,1,0
571,162,2,1,2.66321549476785e-08,0.834759224834569,1,0
580,301,2,1,0.572779526016009,0.935086396076734,1,0
581,385,2,1,2.25513933466072e-09,0.890324734103055,1,0
584,371,2,1,0.251935082236706,0.87726360959168,1,0
589,291,2,1,3.4655839262640403e-09,0.863140986119604,1,0
